id,sale_price,bedrooms,bathrooms,metersq_living,metersq_lot,floors,waterfront,view,condition,grade,metersq_above,metersq_basement,yr_built,block_no,location1,location2,metersq_built,metersq_land
3312,340000,2,1.5,1160,1438,2,0,0,3,7,1160,0,2001,144,0.5917,-0.295,1220,1740
3313,165000,3,1.5,1280,7742,1,0,0,3,7,1280,0,1973,1,0.3323,-0.276,1566,7696
3314,625000,4,2,1760,5307,2,0,0,4,7,1170,590,1948,105,0.6714,-0.28,1850,6600
3315,385000,3,1.5,1360,2030,3,0,0,3,8,1360,0,2008,103,0.6961,-0.349,1360,1167
3316,578000,4,3,2070,5415,2,0,0,3,8,2070,0,1996,29,0.5706,-0.006,2120,5331
3317,690000,4,3,2780,4688,2,0,0,3,9,2780,0,2003,59,0.5225,-0.156,3000,6029
3318,736000,3,3,1980,2975,3,0,2,3,8,1980,0,1993,109,0.6294,-0.344,1980,3144
3319,651100,4,3,2310,5526,2,0,0,3,9,2310,0,2003,74,0.6299,-0.02,2500,5769
3320,599950,4,3.5,2500,3080,2,0,0,3,8,1810,690,2008,52,0.6749,-0.14,2060,3295
3321,275000,4,1.75,1680,19405,1,0,0,4,7,1560,120,1959,55,0.4552,-0.202,2000,12900
3322,539950,3,2,1560,3200,2,0,0,3,7,1560,0,1910,109,0.6398,-0.356,1240,3600
3323,1.90E+06,4,3.25,5080,27755,2,0,0,3,11,5080,0,2001,6,0.5423,-0.111,4730,22326
3324,420000,3,1,1320,5500,1,0,0,3,7,1320,0,1955,116,0.5705,-0.398,1480,5250
3325,269000,4,3,2060,3608,2,0,0,3,7,2060,0,2004,198,0.362,-0.309,2060,3608
3326,757000,3,3.25,3190,5283,2,0,0,3,9,3190,0,2007,29,0.5534,-0.002,2950,5198
3327,515000,3,3,2000,3837,2,0,0,3,8,2000,0,2011,72,0.7713,-0.167,2210,4075
3328,403000,3,1.75,1270,10790,1,0,0,3,7,1270,0,1956,33,0.6647,-0.177,1270,10790
3329,832500,4,3,3450,35100,2,0,0,3,10,3450,0,1987,52,0.7302,-0.106,3110,35894
3330,290900,2,2,1610,17600,2,0,0,3,6,1610,0,1930,178,0.4855,-0.266,1310,12950
3331,333000,4,3,2100,7366,2,0,0,3,8,2100,0,1997,42,0.3703,-0.107,2060,7324
3332,456500,3,2.25,2090,9163,1,0,0,3,7,1460,630,1975,34,0.7334,-0.167,1960,7713
3333,700000,4,3.5,5360,25800,1,0,0,3,9,3270,2090,1971,74,0.6099,-0.054,2650,21781
3334,541000,3,1.75,1630,1166,2,0,0,3,8,1020,610,2013,107,0.6646,-0.367,1420,1670
3335,210000,3,1,920,6612,1,0,0,3,6,920,0,1948,118,0.548,-0.284,1860,8424
3336,232000,3,1.75,1290,6604,1,0,0,3,7,1290,0,1984,23,0.323,-0.349,1440,6682
3337,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,56,0.525,-0.172,2640,13675
3338,769000,4,2.75,3630,15405,1,0,2,4,8,1850,1780,1968,40,0.566,-0.225,3380,11184
3339,1.01E+06,4,4.5,4225,284011,2,0,0,4,11,4225,0,1985,74,0.6118,-0.024,2870,14576
3340,481000,4,3,2286,8269,2,0,0,3,8,2286,0,2002,56,0.5174,-0.194,2110,4711
3341,246500,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,198,0.4211,-0.29,1550,8605
3342,286700,3,1,1220,6600,1,0,0,3,6,1220,0,1958,65,0.5297,0.173,1100,6600
3343,286000,2,1,610,4000,1,0,0,4,6,610,0,1918,136,0.5469,-0.391,870,5160
3344,1.07E+06,5,3.5,2920,3000,2,0,0,3,9,2260,660,2014,103,0.6846,-0.349,1580,4000
3345,173000,4,2,1200,8460,1,0,0,5,7,1200,0,1957,188,0.4413,-0.277,1350,8623
3346,240000,4,1.75,1420,5382,1,0,0,5,5,1040,380,1942,56,0.4946,-0.187,1150,5382
3347,680000,3,2.25,2330,4000,2,0,2,5,7,1520,810,1927,115,0.6732,-0.29,1870,4000
3348,562000,3,2,3250,50529,2,0,0,4,8,3250,0,1978,75,0.5849,-0.016,2370,47480
3349,355000,2,1,1270,3200,1,0,0,4,7,960,310,1920,103,0.6565,-0.348,1410,1320
3350,345000,2,1,1080,7775,1,0,0,3,6,1080,0,1955,136,0.5447,-0.394,1730,7350
3351,1.11E+06,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,103,0.6742,-0.356,2070,5000
3352,460000,2,3,1830,8107,1,0,0,5,7,930,900,1946,125,0.701,-0.305,1260,6960
3353,900000,5,6,7120,40806,2,0,4,3,12,5480,1640,2007,6,0.5451,-0.114,3440,36859
3354,891000,4,2,2330,5000,2,0,0,5,7,1720,610,1925,117,0.6804,-0.358,2090,5000
3355,729950,4,3.5,3510,10010,2,0,0,3,10,3510,0,2001,65,0.5412,0.124,4200,9935
3356,467500,3,1.75,2040,273556,1,0,0,3,7,2040,0,1997,70,0.4361,-0.469,1790,273556
3357,276900,2,1,1350,10096,1,0,2,4,7,1350,0,1952,45,0.4967,0.222,1280,10095
3358,650000,4,3,2500,6005,2,0,0,3,9,2500,0,2001,33,0.6922,-0.174,2680,7200
3359,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,38,0.3624,-0.031,1540,11656
3360,321000,4,1,1300,18836,1,0,0,4,7,1300,0,1941,56,0.5029,-0.188,1540,8498
3361,570000,3,1,1660,7650,2,0,0,3,7,1350,310,1910,118,0.5576,-0.277,1750,5760
3362,534000,4,1.75,2040,2750,2,0,0,4,6,1260,780,1926,105,0.6698,-0.3,1940,3750
3363,235000,2,1,1140,1730,2,0,0,3,8,1010,130,2007,126,0.5494,-0.372,1360,1730
3364,218250,3,1.5,1080,9774,1,0,0,3,7,1080,0,1968,23,0.3155,-0.401,1190,9611
3365,580000,3,3,1820,374616,2,0,0,3,7,1820,0,1999,14,0.6539,0.041,1870,220654
3366,530000,3,2.25,2160,8114,1,0,0,3,8,1460,700,1960,133,0.7176,-0.35,2160,8000
3367,305000,3,1,820,5150,1,0,0,5,6,820,0,1918,118,0.5514,-0.284,1100,5150
3368,270000,3,2,2330,8000,1,0,0,3,7,1390,940,1986,23,0.2958,-0.368,1570,7227
3369,195000,2,1,1020,8100,1,0,0,3,6,1020,0,1940,168,0.4971,-0.334,1200,12500
3370,997000,4,3.5,3430,13609,2,0,0,3,11,3430,0,2001,59,0.5196,-0.151,3880,11614
3371,412950,4,3,2430,6796,2,0,0,3,8,2430,0,1993,58,0.4499,-0.127,2450,8400
3372,365000,3,3,2653,4510,2,0,0,3,8,2653,0,2006,31,0.4145,-0.166,2653,4927
3373,555000,3,3,2480,8676,2,0,0,4,8,2480,0,1989,56,0.53,-0.172,2540,9496
3374,470000,3,3,2070,8581,2,0,0,3,8,2070,0,1994,59,0.5101,-0.151,2440,7849
3375,435000,5,1,2170,65340,2,0,0,4,7,1670,500,1930,11,0.7555,-0.204,3170,12884
3376,526000,3,2.25,2000,18099,1,0,0,4,8,1250,750,1978,6,0.5443,-0.18,2060,12000
3377,2.25E+06,4,2.25,4760,8036,3,0,0,5,9,3390,1370,1916,112,0.6415,-0.285,2950,9323
3378,457500,3,1,1210,7636,1,0,0,4,7,1210,0,1952,118,0.5377,-0.266,1530,5900
3379,610000,3,1.75,1650,221720,1,0,0,3,7,1650,0,1992,24,0.5297,0.099,2520,221284
3380,530000,4,3,3250,4500,2,0,0,3,8,3250,0,2008,59,0.4944,-0.15,3030,4598
3381,530000,3,3,1365,1090,3,0,0,3,7,1315,50,2003,115,0.6776,-0.324,1360,1124
3382,1.22E+06,3,3.25,3960,6132,2,0,3,3,10,2600,1360,1933,199,0.6396,-0.409,2730,5221
3383,775000,4,2.75,3500,6226,2,0,0,3,9,3500,0,2004,53,0.6846,-0.045,3480,7222
3384,439000,2,1,1050,5671,1,0,0,3,7,850,200,1949,115,0.6767,-0.286,1850,5243
3385,405000,5,3,2430,4781,2,0,0,3,9,2430,0,2001,58,0.4487,-0.117,2420,4770
3386,105500,2,1,930,7740,1,0,0,1,5,930,0,1932,148,0.4611,-0.324,1620,8584
3387,459000,4,3,1900,9077,2,0,0,3,7,1900,0,1954,155,0.7684,-0.304,1900,12868
3388,897500,4,3,4370,217882,2,0,0,3,10,4370,0,1984,53,0.6573,-0.034,2430,35096
3389,280000,4,3,2200,5893,2,0,0,3,7,2200,0,2008,42,0.3333,-0.055,2200,5757
3390,560000,3,3,2180,7169,2,0,0,3,8,2180,0,1990,29,0.5714,-0.002,2150,5914
3391,453000,4,3,2502,8306,2,0,0,3,9,2502,0,2013,1,0.2953,-0.265,2597,6983
3392,255000,3,3,1530,1116,3,0,0,3,7,1530,0,2005,28,0.7385,-0.25,1530,7780
3393,551000,5,3.75,3090,4943,2,0,0,3,10,3090,0,2010,58,0.4594,-0.133,3191,5561
3394,125000,3,1,920,7314,1,0,0,3,6,920,0,1960,2,0.2892,-0.22,1010,7420
3395,400000,5,3,2510,7525,2,0,0,4,7,1710,800,1929,106,0.5422,-0.359,1270,6741
3396,739900,5,3,2980,5377,2,0,0,3,9,2980,0,2006,52,0.7074,-0.101,3150,6593
3397,445800,3,2,1320,6500,1,0,0,3,7,1320,0,1947,125,0.7119,-0.319,1110,6592
3398,1.58E+06,3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,33,0.6815,-0.2,1880,7200
3399,500000,5,3,2920,11440,2,0,0,3,8,2920,0,2003,133,0.7607,-0.354,1720,9348
3400,479990,3,3,2010,2386,2,0,0,3,8,1390,620,2014,29,0.5525,0.002,1690,1870
3401,267100,2,3,1250,1580,2,0,0,3,7,1030,220,2005,106,0.5243,-0.36,1250,1361
3402,585000,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,72,0.743,-0.131,2280,45000
3403,254000,3,2,1470,7694,1,0,0,4,7,1470,0,1992,38,0.3539,-0.054,1580,7480
3404,180000,3,1,870,5330,1,0,0,3,6,870,0,1969,42,0.369,-0.077,840,5200
3405,454900,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,27,0.5326,-0.049,2130,11250
3406,394475,2,1,830,4000,1,0,0,3,6,830,0,1955,117,0.6929,-0.379,950,4000
3407,355000,4,3,2150,3600,2,0,0,3,7,2150,0,2010,38,0.3658,-0.019,2220,3915
3408,516130,3,1.75,1510,8250,1,0,0,4,8,1510,0,1962,8,0.6183,-0.113,1770,8250
3409,635000,4,1.75,1950,13320,1,0,0,4,8,1370,580,1969,7,0.6196,-0.139,2120,12051
3410,417000,3,1.75,1590,11454,1,0,0,4,8,1590,0,1979,56,0.5049,-0.186,1970,9960
3411,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,52,0.6417,-0.109,2500,9433
3412,572000,5,2.25,2340,9225,2,0,0,3,8,2340,0,1973,52,0.6369,-0.098,2140,9348
3413,405000,3,2,1660,8174,1,0,0,3,7,830,830,1981,34,0.7103,-0.199,1610,9318
3414,440000,3,1.75,1450,6829,1,0,0,3,8,1450,0,1983,52,0.7222,-0.108,1950,7622
3415,300000,3,1.75,1210,7000,1,0,0,3,7,1210,0,1975,58,0.4572,-0.169,1670,7000
3416,253500,3,1,1640,12384,1,0,0,4,7,1090,550,1954,3,0.3256,-0.298,1550,11200
3417,605000,2,1,910,3600,1,0,0,4,7,910,0,1909,119,0.6341,-0.361,1720,3600
3418,589000,4,1.75,1920,4862,1,0,0,5,7,1060,860,1919,116,0.5747,-0.384,1840,4862
3419,1.91E+06,4,3,4460,6833,2,0,0,3,10,3140,1320,1955,112,0.6342,-0.289,3130,7450
3420,535000,3,3,2070,4132,2,0,0,3,8,2070,0,1999,74,0.6036,-0.015,1530,5606
3421,512000,4,3,2600,4506,2,0,0,3,9,2600,0,2005,56,0.5146,-0.188,2470,6041
3422,445000,4,3,2280,42077,2,0,0,3,8,2280,0,1994,42,0.3424,-0.077,2280,36236
3423,633000,4,3.5,4220,5817,2,0,0,3,9,2910,1310,2006,65,0.5392,0.138,4290,6637
3424,540000,3,3,2400,5817,2,0,0,3,8,2400,0,1998,65,0.5371,0.13,2420,5817
3425,425000,2,1,1170,5000,1,0,0,4,7,1030,140,1920,136,0.5449,-0.388,1170,5850
3426,234000,3,1.5,1140,10300,2,0,0,4,6,1140,0,1967,45,0.4452,0.23,1250,9975
3427,565000,4,3,2240,14667,2,0,0,4,9,2240,0,1989,59,0.5276,-0.161,2410,11243
3428,635000,3,3,2620,6842,2,0,0,3,7,2620,0,2002,53,0.6846,-0.037,2280,4800
3429,270000,3,1.5,1430,8960,1,0,0,4,6,1430,0,1953,166,0.4759,-0.349,1560,10125
3430,734000,4,2.75,3090,7650,2,0,2,3,8,2340,750,1959,42,0.3622,-0.157,2760,10370
3431,270000,3,1.75,1390,10905,1,0,0,3,6,860,530,1957,106,0.5517,-0.36,1390,10839
3432,335000,4,2.25,2400,8592,2,0,0,3,8,2400,0,1978,55,0.4383,-0.193,2180,8100
3433,152000,3,1,1090,3264,1,0,0,4,6,1090,0,1969,92,0.3155,-0.182,1090,3330
3434,430000,3,1.75,1200,4500,1,0,0,5,7,1200,0,1906,108,0.5553,-0.316,1340,4500
3435,470000,4,2,2180,17180,2,0,0,4,7,2180,0,1977,14,0.698,0.08,1880,14043
3436,360000,5,3,2130,7111,1,0,0,3,7,1330,800,1968,59,0.5071,-0.16,1840,7592
3437,499900,4,2.25,2360,7650,1,0,0,3,8,1640,720,1963,155,0.75,-0.292,2320,11060
3438,485000,4,3,2400,10364,2,0,0,3,8,2400,0,1995,45,0.4832,0.201,2390,9918
3439,1.54E+06,3,2.25,2880,7599,1,0,2,3,9,1710,1170,1958,33,0.6938,-0.215,2920,12401
3440,650000,4,3,3720,57499,1,0,0,3,9,1880,1840,2003,14,0.6469,0.103,2560,26372
3441,560200,3,3,1990,3984,2,0,0,3,8,1990,0,2004,75,0.5914,-0.017,2320,3984
3442,520000,3,1.75,1490,1036,2,0,0,3,10,1090,400,2008,199,0.6588,-0.403,1460,1206
3443,304950,2,1,670,6720,1,0,0,5,6,670,0,1942,126,0.5151,-0.372,710,6720
3444,435000,3,3,3110,6000,1,0,2,3,8,1560,1550,1967,106,0.5331,-0.353,2060,6000
3445,711800,4,2.25,2410,16650,1,0,0,4,8,2410,0,1965,6,0.5706,-0.163,2720,11141
3446,887250,5,3.5,4320,7502,2,0,0,3,9,3500,820,2012,56,0.5235,-0.168,3250,7538
3447,243000,2,1.5,1068,1758,2,0,0,3,7,1068,0,1990,28,0.7527,-0.244,1078,1315
3448,480000,4,2.25,2330,14190,1,0,0,3,8,1740,590,1962,34,0.718,-0.242,2330,14190
3449,260000,3,2,1630,8018,1,0,0,3,7,1630,0,2003,1,0.2638,-0.243,1610,8397
3450,443000,3,1,1280,5460,2,0,0,4,7,1280,0,1931,133,0.7321,-0.334,1390,5500
3451,432000,4,1,1750,12528,1,0,0,4,7,1750,0,1967,72,0.743,-0.097,1550,14120
3452,350000,4,3,2530,10155,2,0,0,3,8,2530,0,1998,42,0.351,-0.146,2330,7205
3453,275000,1,1,520,4800,1,0,0,3,5,520,0,1930,106,0.5533,-0.363,800,4960
3454,347000,3,1,940,9198,1,0,0,3,7,940,0,1968,52,0.6889,-0.117,1430,8370
3455,455000,4,3,2710,6558,2,0,0,3,9,2710,0,1997,58,0.434,-0.109,2710,7635
3456,940000,4,2.25,1890,5940,1,0,1,3,9,1470,420,1963,112,0.6316,-0.303,2430,5940
3457,325000,3,1.75,1840,17286,1,0,0,4,7,1440,400,1978,30,0.371,-0.173,1840,14541
3458,422500,3,1,1270,8920,1,0,0,5,7,1270,0,1969,56,0.534,-0.172,1590,8589
3459,750000,6,1.75,2750,9563,2,0,0,4,8,2750,0,1973,52,0.6368,-0.097,2040,9563
3460,615000,3,3.25,1470,1152,3,0,0,3,8,1470,0,2003,103,0.6516,-0.337,1470,1506
3461,379500,3,2.25,2070,14196,2,0,0,3,7,2070,0,1989,59,0.4617,-0.07,1550,13860
3462,565000,3,2.75,3210,15939,2,0,1,3,10,3210,0,1998,23,0.3357,-0.351,2870,15939
3463,247800,3,3,1580,2170,2,0,0,3,7,1580,0,2003,118,0.5418,-0.289,1610,1917
3464,528000,5,1.75,2780,7786,1,0,0,3,8,1390,1390,1966,52,0.6694,-0.157,2130,7918
3465,355000,3,2.25,1980,7200,1,0,0,3,8,1300,680,1964,177,0.7625,-0.36,1820,8250
3466,324000,2,1,1070,6000,1,0,0,3,7,1070,0,1955,133,0.7307,-0.332,1490,7622
3467,286000,3,3,1800,3980,2,0,0,3,7,1800,0,2006,42,0.4006,-0.162,2580,4307
3468,329950,3,1.75,1360,13320,1,0,0,4,7,1360,0,1985,59,0.4625,-0.069,1580,13625
3469,390000,3,1.75,2200,8036,1,0,0,3,7,1270,930,1978,11,0.7763,-0.209,1850,7563
3470,389700,3,3,1720,3581,2,0,0,3,7,1720,0,2011,53,0.6861,-0.013,1720,3600
3471,325000,3,3,2070,8337,2,0,0,3,8,2070,0,1997,30,0.3658,-0.176,2030,7248
3472,344900,4,1.75,1820,7700,1,0,0,4,7,1100,720,1955,177,0.7545,-0.357,1700,8500
3473,225000,3,2,1700,11475,1,0,0,5,6,970,730,1945,146,0.4851,-0.338,1560,11475
3474,2.30E+06,4,3.25,4250,8570,2,0,0,3,9,4250,0,2004,4,0.6154,-0.21,2830,12821
3475,515805,5,2.75,2710,4136,2,0,0,3,8,2710,0,2014,59,0.4786,-0.123,2590,4136
3476,489900,4,3,2090,4196,2,0,0,3,8,2090,0,2006,11,0.7453,-0.192,2640,4503
3477,925000,4,2.25,2590,13894,2,0,0,4,9,2590,0,1975,5,0.6351,-0.165,2720,13894
3478,1.09E+06,4,2.75,3460,11350,1,0,4,4,9,1780,1680,1974,6,0.568,-0.153,3200,13874
3479,242025,4,1.75,1400,54014,2,0,0,4,7,1400,0,1935,31,0.4153,-0.184,1910,8523
3480,645000,3,3,2120,196995,1,0,1,3,9,2120,0,1997,70,0.4089,-0.459,1304,92423
3481,372000,4,2.75,2330,14175,1,0,0,3,7,1800,530,1980,31,0.4193,-0.194,1480,10125
3482,294950,3,1,1160,8950,1,0,0,3,7,1160,0,1968,133,0.7499,-0.338,1210,8193
3483,680000,2,1,1020,8442,1,0,4,4,7,920,100,1941,136,0.5145,-0.391,2550,10323
3484,1.68E+06,5,3.25,4860,23723,2,0,2,4,11,3820,1040,1989,40,0.5767,-0.215,4040,13860
3485,229000,3,1,1370,56628,1,0,0,3,7,1370,0,1942,3,0.3058,-0.306,1768,8702
3486,435000,3,1.75,1750,16748,1,0,0,3,7,1330,420,1978,72,0.7421,-0.089,1750,16050
3487,250000,4,3,1800,8100,2,0,0,3,7,1800,0,1998,38,0.3611,-0.047,1590,8100
3488,369500,3,1,1200,9194,1,0,0,4,7,1200,0,1952,155,0.7362,-0.319,1330,8650
3489,192500,3,1,1080,8580,2,0,0,3,6,1080,0,1900,168,0.4716,-0.262,1800,12672
3490,395000,3,1,1500,4000,1,0,0,3,6,900,600,1925,117,0.6921,-0.38,950,4000
3491,450000,3,1,1350,92721,1,0,0,2,6,1200,150,1946,55,0.4657,-0.198,1860,8096
3492,775000,3,2,2540,7200,2,0,3,4,8,1600,940,1905,144,0.5972,-0.292,2040,5900
3493,835000,3,1,3060,30166,1,0,0,5,8,3060,0,1959,27,0.5656,-0.093,1880,19602
3494,542500,4,2.25,1750,10160,1,0,0,3,8,1320,430,1972,5,0.5909,-0.158,2170,11165
3495,333000,4,3,2623,7184,2,0,0,3,8,2623,0,2012,92,0.259,-0.202,2010,4939
3496,535000,3,3,1690,9626,2,0,0,3,8,1690,0,1984,27,0.5647,-0.092,1860,8958
3497,274900,4,3,1970,6600,2,0,0,3,7,1970,0,1987,30,0.3491,-0.168,1970,7682
3498,525000,3,1,1550,6840,2,0,0,3,7,1550,0,1918,103,0.6572,-0.335,2370,4560
3499,630000,3,3.25,3800,13995,2,0,3,3,9,3800,0,1983,11,0.7741,-0.203,2480,8434
3500,449950,3,3,1530,3840,2,0,0,3,8,1530,0,1994,29,0.5691,-0.007,1720,3985
3501,665000,4,2.25,2340,5300,1,0,0,5,8,1700,640,1963,8,0.6202,-0.112,1890,8250
3502,410000,3,1,1020,6903,1,0,0,3,7,1020,0,1951,116,0.571,-0.392,1440,6678
3503,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,166,0.4336,-0.339,2570,18900
3504,757500,4,3,3420,6845,2,0,0,3,9,3420,0,2009,52,0.6777,-0.156,2800,5715
3505,217000,2,1,770,9715,1,0,0,4,6,770,0,1942,168,0.4924,-0.312,1140,9715
3506,200000,3,1.5,1140,8340,1,0,0,3,7,1140,0,1960,168,0.4773,-0.28,1140,8340
3507,711000,4,1.75,1980,10800,1,0,0,5,6,990,990,1948,40,0.5768,-0.222,2180,10800
3508,435500,1,1.75,1020,4512,1,0,0,3,7,770,250,1937,115,0.6724,-0.266,1230,5029
3509,672000,4,3,2440,10049,2,0,0,4,9,2440,0,1989,29,0.5744,0.007,2820,8484
3510,932990,4,3,3640,6389,2,0,0,3,9,3640,0,2014,52,0.7049,-0.123,3570,6303
3511,259000,3,1.75,1590,7148,1,0,0,3,7,1590,0,1952,166,0.4713,-0.344,1150,7280
3512,380000,3,3,1610,1778,3,0,0,3,7,1610,0,2002,115,0.6902,-0.306,1120,2187
3513,480000,3,2.25,1680,9090,1,0,0,4,7,1130,550,1959,8,0.6068,-0.13,1960,9090
3514,592000,3,1.75,1560,7424,1,0,0,5,8,1560,0,1940,117,0.6981,-0.374,1370,7424
3515,608250,4,2.75,3030,21780,2,0,0,3,8,3030,0,1986,166,0.4481,-0.338,3020,28027
3516,160000,2,1,1140,23030,1,0,0,3,8,1140,0,1980,28,0.7637,-0.266,1850,14260
3517,525000,3,2.25,1490,9414,2,0,0,3,7,1490,0,1981,52,0.6844,-0.113,1290,10125
3518,229950,5,2.75,2000,5885,1,0,0,3,7,1260,740,1994,23,0.3155,-0.347,1960,6514
3519,1.40E+06,3,3,2550,7200,2,0,2,3,10,2550,0,1981,144,0.5996,-0.288,2030,3500
3520,128000,3,1,910,11117,1,0,0,3,7,910,0,1955,3,0.3432,-0.309,1490,8416
3521,562000,5,3,2795,15101,2,0,0,3,8,2795,0,1996,19,0.7301,0.028,2750,14567
3522,810000,6,2.75,3970,9500,1,0,0,4,10,2180,1790,1970,5,0.5956,-0.178,2490,9775
3523,372000,4,1,2300,7680,1,0,0,3,7,1270,1030,1959,106,0.524,-0.359,1840,5120
3524,509900,3,3,3030,9053,2,0,0,3,8,3030,0,2009,59,0.4945,-0.149,3010,6026
3525,295000,2,1.75,1050,6500,2,0,2,4,6,1050,0,1925,55,0.4727,-0.2,1320,10075
3526,480000,3,1.75,1740,8528,1,0,0,4,7,1290,450,1939,125,0.7097,-0.303,1610,8528
3527,525000,3,3,2320,9610,1,0,0,3,9,1730,590,1990,11,0.7394,-0.204,2450,9608
3528,567500,3,3,3090,67082,2,0,0,3,9,3090,0,1990,38,0.4032,-0.023,3650,62290
3529,496000,3,1.5,2520,37616,1,0,0,3,8,2520,0,1955,45,0.4777,0.237,1470,33750
3530,375000,3,1,1870,7671,1,0,0,4,8,1720,150,1937,177,0.7162,-0.36,1460,7679
3531,580000,3,1.75,1570,2600,2,0,0,4,8,1570,0,1931,117,0.6867,-0.37,1490,4000
3532,197000,2,1,770,8636,1,0,0,2,6,770,0,1951,146,0.5075,-0.358,1110,8636
3533,962800,4,2.75,3630,11775,2,0,0,3,10,3630,0,1999,74,0.6378,-0.066,3800,12451
3534,285000,3,1,1160,7875,1,0,0,3,7,1160,0,1953,125,0.724,-0.323,1600,7875
3535,481500,3,1.75,2140,6000,1,0,0,3,7,1070,1070,1948,117,0.6913,-0.366,1240,4650
3536,367000,4,3,2350,8182,2,0,0,3,8,2350,0,1997,42,0.3697,-0.106,2330,7000
3537,290000,2,1,1120,217800,1,0,0,3,6,1120,0,1976,19,0.7378,0.088,1480,217800
3538,275000,3,1.75,1290,9760,1,0,0,3,7,1290,0,1979,58,0.4265,-0.148,1410,8034
3539,355000,1,1.75,750,20339,1,0,0,4,4,550,200,1946,59,0.4756,-0.09,2020,23958
3540,1.27E+06,4,3.25,3640,3604,2,0,2,5,9,1960,1680,1913,122,0.6145,-0.284,1940,4600
3541,700000,4,1.75,2340,9100,1,0,0,3,8,1610,730,1975,52,0.6401,-0.108,2470,11000
3542,157340,2,1,900,23000,1,0,0,2,7,900,0,1953,42,0.3576,-0.156,1460,8265
3543,580000,3,1.75,1460,2800,2,0,0,3,7,1460,0,1928,117,0.6779,-0.371,1220,4062
3544,890000,4,3.25,4360,210254,1,0,0,3,10,2320,2040,2000,38,0.4375,-0.008,2410,87120
3545,1.48E+06,4,2.25,3920,7200,2,0,0,3,10,3120,800,1928,144,0.5731,-0.284,3400,7200
3546,235000,3,2,1530,8700,1,0,0,4,7,1530,0,1970,55,0.4529,-0.207,1960,7600
3547,3.20E+06,3,3.25,4560,13363,1,0,4,3,11,2760,1800,1995,4,0.6205,-0.214,4060,13362
3548,415000,3,2.75,1770,3172,2,0,0,3,8,1770,0,2009,65,0.5164,0.122,1760,2891
3549,475000,3,1.75,1850,26445,1,0,0,4,7,1850,0,1962,10,0.3412,-0.051,2110,23280
3550,228000,4,1.75,2000,6120,1,0,0,3,7,1100,900,1965,178,0.5035,-0.258,1880,6120
3551,495000,2,2.25,1160,1010,2,0,0,3,8,1000,160,2006,112,0.6207,-0.301,1200,1170
3552,600000,4,3,2070,8127,2,0,0,3,9,1590,480,1924,125,0.7316,-0.289,2050,8131
3553,675000,3,1.75,1240,13869,1,0,0,4,7,1240,0,1957,33,0.6919,-0.21,1970,7790
3554,254999,3,1,1580,7560,1,0,0,4,7,1000,580,1976,1,0.3318,-0.277,1580,7560
3555,397000,4,3,1790,6590,2,0,0,3,7,1790,0,2005,59,0.4829,-0.128,1950,5180
3556,457500,3,3,1500,4445,2,0,0,3,8,1500,0,1996,29,0.5682,-0.005,1730,4408
3557,790000,4,3,3500,7519,2,0,0,3,9,3500,0,2004,53,0.6799,-0.024,3920,7982
3558,825000,2,1.75,2050,4000,2,0,2,3,8,2050,0,1979,119,0.6415,-0.373,1940,4000
3559,414000,3,3,2490,4540,3,0,0,3,8,2490,0,2012,59,0.5051,-0.155,2640,3844
3560,1.11E+06,4,3.25,3520,19354,1,0,2,4,9,2010,1510,1978,6,0.5572,-0.147,2630,19354
3561,275000,3,2.25,1420,8549,2,0,0,4,7,1420,0,1989,38,0.3576,-0.039,1560,7471
3562,665000,5,2.75,2670,4000,2,0,0,4,7,1800,870,1914,105,0.6711,-0.315,2460,4000
3563,500000,4,2,2760,27631,2,0,0,4,8,1800,960,1978,155,0.7484,-0.291,2490,13158
3564,323400,4,3,2060,9138,1,0,0,3,8,1430,630,1992,92,0.321,-0.185,2250,7820
3565,560000,4,3,2940,6000,2,0,0,3,8,2940,0,2000,11,0.7533,-0.198,2510,6600
3566,470000,4,3,2470,8536,2,0,0,3,8,2470,0,2002,155,0.7699,-0.292,1690,8840
3567,448000,4,3,2510,6853,2,0,2,3,9,2510,0,2006,38,0.3547,-0.003,3400,6965
3568,449000,4,3,1850,5040,1,0,0,3,7,1230,620,1930,126,0.5386,-0.373,1010,5040
3569,416100,4,1.75,2320,5490,1,0,3,3,8,1160,1160,1956,178,0.5091,-0.241,2240,7200
3570,370000,5,3,2250,10400,1,0,0,3,8,1280,970,1973,58,0.4501,-0.139,2140,9592
3571,455000,3,1.75,1420,1189,3,0,0,3,8,1420,0,2006,103,0.6625,-0.352,1380,1196
3572,550000,4,2.75,1690,6090,2,0,0,3,7,1400,290,1945,115,0.6814,-0.269,1820,6090
3573,300000,3,3,1830,12750,2,0,0,3,7,1830,0,1991,168,0.5003,-0.328,1610,10000
